uid,article_count,articles,coordinate,e_description,e_title,f_count,is_node,latitude,location,longitude,mp_count,year_range,food,masterpiece
201,2,"《答陈传道五首》
《与滕达道六十八首》","[5820, 3672]",1086年，宋哲宗即位，太皇太后高氏垂帘听政，重新起用司马光为宰相，以王安石为首的新党受到打压。苏轼重获重用。,重获重用,0,0,33.01714,盱眙,118.5514,0,1089年,,
202,1,《答陈传道五首》,"[5349, 3548]",1086年，宋哲宗即位，太皇太后高氏垂帘听政，重新起用司马光为宰相，以王安石为首的新党受到打压。苏轼重获重用。,重获重用,0,0,33.73725,淮阳,114.8927,0,1089年,,
203,1,《与徐仲车三首》,"[5880, 3569]",1086年，宋哲宗即位，太皇太后高氏垂帘听政，重新起用司马光为宰相，以王安石为首的新党受到打压。苏轼重获重用。,重获重用,0,0,33.61627,淮安,119.0224,0,1089年,,
204,2,"《书米元章藏帖》
《与米元章二十八首》","[5932, 3778]",1086年，宋哲宗即位，太皇太后高氏垂帘听政，重新起用司马光为宰相，以王安石为首的新党受到打压。苏轼重获重用。,重获重用,0,0,32.39986,扬州,119.4191,0,1089年,,
205,1,《书沈存中石墨》,"[5933, 3813]",1086年，宋哲宗即位，太皇太后高氏垂帘听政，重新起用司马光为宰相，以王安石为首的新党受到打压。苏轼重获重用。,重获重用,0,0,32.19569,镇江,119.4315,0,1089年,,
206,79,"《杭州谢上表二首》
《雨中邀李范庵过天竺寺作》
《与友人一首》
《论高丽进奉状》
《贺兴龙节表》
《次韵王忠玉游虎丘绝句三首》
《跋刘景文欧公帖》
《上执政乞度牒赈济因修廨宇书》
《跋自制墨》
《哭王子立次儿子迨韵三首》
《点绛唇》
《思义》
《答莫提刑启》
《跋某帖》
《与知郡朝散一首》
《论役法差雇利害起请画一状》
《谢管设副使启》
《题王羲之敬和帖二首》
《与章子平十二首》
《上皇帝贺正表》
《送南屏谦师》
《自跋南屏》
《异鹊》
《同秦仲二子雨中游宝山》
《与钱穆父二十九首》
《杭州到状》
《灯花一首赠王十六》
《谢监司启二首》
《乞赐度牒修廨宇状》
《与大觉禅师三首》
《与某宣德书一首》
《书文忠赠李师琴诗》
《明堂祭诸庙文》
《送子由使契丹》
《书煮鱼羹》
《谢诸秀才启》
《谢唐林夫一首》
《论高丽进奉第二状》
《参寥上人初得智果院会者十六人分韵赋诗轼得“心”字》
《与钱穆父二十八首》
《杭州与莫提刑启》
《杭州题名二首》
《与莫同年雨中饮湖上》
《乞令高丽僧从泉州归国状》
《与张君子五首》
《记黄州对月诗》
《次韵子由使契丹至涿州见寄四首》
《题燕文贵山水卷》
《次韵钱越州》
《记苏秀才遗歙砚》
《乞赈济浙西七州状》
《杭州贺冬表二首》
《次韵秦少章和钱蒙仲》
《浣溪沙·重九》
《回叶运使启》
《始于文登海上得白石数升……》
《东川清丝寄鲁冀州戏赠》
《谒文宣王庙祝文》
《怡然以垂云新茶见饷报以大龙团仍戏作小诗》
《次韵毛滂法曹感雨》
《书赠王元直三首》
《文登蓬莱阁下石壁千丈为海浪所战……》
《乞诗赋经义各以分数取人将来只许诗赋兼经状》
《送邓宗古还乡》
《题损之故居》
《与刘景文语》
《与大觉禅师一首》
《跋阎右相洪崖仙图卷》
《奏为法外刺配罪人待罪状》
《杨次公家浮磬铭》
《跋李伯时卜居图》
《范景仁墓志铭》
《答王明州启》
《乞赐州学书板状》
《与王子高三首》
《贺明堂赦书表二首》
《自书及自作后》
《去杭州十五年复游西湖用欧阳察判韵》
《次韵答刘景文左藏》","[6027, 4142]",1086年，宋哲宗即位，太皇太后高氏垂帘听政，重新起用司马光为宰相，以王安石为首的新党受到打压。苏轼重获重用。,重获重用,1,0,30.28006,杭州,120.1617,0,1089年,"[{'f_title': '《书煮鱼羹》', 'f_name': '鱼羹', 'f_content': '予在东坡，尝亲执枪匕，煮鱼羹以设客，客未尝不称善，意穷约中易为口腹耳！今出守钱塘，厌水陆之品，今日偶于仲夫贶、王元直、秦少章会食，复作此味，客皆云此羹超然有高韵，非世俗庖人所能仿佛。', 'f_description': '“早年流放黄州的时候，穷，买不起肉，只能给客人做鱼羹。结果客人们吃了一碗接一碗。后来去杭州当市长，吃肉吃腻了，跟朋友们小聚，我又亲自下厨，照老样子炖了一锅鱼羹，大伙一尝，都夸我手艺好，饭店里的厨子累死也学不来。”', 'is_long': 1}]",
207,1,《答范纯夫十一首》,"[6105, 4061]",1086年，宋哲宗即位，太皇太后高氏垂帘听政，重新起用司马光为宰相，以王安石为首的新党受到打压。苏轼重获重用。,重获重用,0,0,30.75091,嘉兴,120.762,0,1089年,,
208,2,"《与杨次公一首》
《句·上联一句》","[6004, 3878]",1086年，宋哲宗即位，太皇太后高氏垂帘听政，重新起用司马光为宰相，以王安石为首的新党受到打压。苏轼重获重用。,重获重用,0,0,31.81679,常州,119.9801,0,1089年,,
209,1,《四达斋铭》,"[5937, 3712]",1086年，宋哲宗即位，太皇太后高氏垂帘听政，重新起用司马光为宰相，以王安石为首的新党受到打压。苏轼重获重用。,重获重用,0,0,32.78678,高邮,119.4622,0,1089年,,
210,144,"《书参寥诗》
《次韵曹辅寄壑源试焙新芽》
《贺王发运启》
《次韵送张山人归彭城》
《相度准备赈济第一状》
《偶于龙井辩才处得歙砚甚奇作小诗》
《金门寺中见李西台与二钱唱和四绝句戏用其韵跋之》
《题刘景文所收欧阳公书》
《题张子野诗集后》
《贺提刑马宣德启》
《与赵德麟十七首》
《回苏州黄龙头启》
《上吕仆射论浙西灾伤书》
《绝句》
《与胡深父五首》
《游中峰杯泉》
《菩提寺南漪堂杜鹃花》
《题蔡君谟诗草》
《赠刘景文》
《书林道人论琴棋》
《书诗后》
《次韵袁公济谢芎椒》
《踏莎行》
《临江仙》
《贺彭发运启》
《与陈伯修五首》
《贺正表二首》
《送程之邵签判赴阙》
《点绛唇》
《次韵刘景文送钱蒙仲三首》
《介亭饯杨杰次公》
《祭英烈王祝文》
《仲天贶王元直自眉山来见余钱塘留半岁既行作绝句五首送之》
《观湖二首》
《祈雨祝文》
《题颜长道书》
《次韵刘景文周次元寒食同游西湖》
《陈辅之不娶》
《辩才老师退居龙井不复出入……》
《乞禁商旅过外国状》
《进何去非状》
《六一泉铭》
《与章子平十二首》
《南歌子·杭州端午》
《问渊明》
《滕达道挽词二首》
《乞检会应诏所论四事行下状》
《熙宁中轼通守此郡除夜直都厅……·今诗》
《书朱象先画后》
《申三省起请开湖六条状》
《谢晴祝文》
《寿星院寒碧轩》
《次韵林子中王彦祖唱酬》
《西湖寿星院明远堂》
《宸奎阁碑》
《谢吴山水神五龙三庙祝文》
《与钱穆父二十九首》
《题万松岭惠明院壁》
《题和张子野见寄诗后》
《舍幡帖一首》
《书梦祭句芒文》
《题杨次公春兰》
《奏浙西灾伤第二状》
《书刘景文所藏宗少文》
《观台》
《贺冬表》
《次京师韵送表弟程懿叔赴夔州运判》
《论叶温叟分擘度牒不公状》
《书所和回先生诗》
《相度准备赈济第三状》
《鹊桥仙·七夕和苏坚》
《次韵林子中蒜山亭见寄》
《次韵刘景文登介亭》
《答陈传道五首》
《与明州守一首》
《乞擢用刘季孙状》
《与王定国七首》
《乞降度牒召人入中斛斗出粜济饥等状》
《书刘景文左藏所藏王子敬帖》
《赠善相程杰》
《乞子圭师号状》
《寄题梅宣义园亭》
《答弓明夫一首》
《奏浙西灾伤第一状》
《与钱穆父二十八首》
《元祐五年十二月十二日同景文义伯圣途次元伯固蒙仲游七宝寺题竹上》
《谢高丽大使远迎启》
《祈请文》
《再和并答杨次公》
《南歌子》
《杭州乞度牒开西湖状》
《龙华题名》
《祈晴吴山庙祝文》
《贺坤成节表》
《秋晚客兴》
《次韵杨次公惠径山龙井水》
《与张君子五首》
《答范纯夫十一首》
《开湖祭祷吴山水仙五龙三庙祝文》
《代侯公说项羽辞》
《祷观音祈晴祝文》
《答监司一首》
《与程懿叔六首》
《题张白云诗后》
《跋焦千之帖后》
《与欧阳亲家母一首》
《相度准备赈济第四状》
《书韦苏州诗》
《与郭功父七首》
《与潘彦明十首》
《次韵景文山堂听筝三首》
《谢观音晴祝文》
《奏户部拘收度牒状》
《卧病弥月闻垂云花开顺阇黎以诗见招次韵答之》
《洗玉池铭》
《好事近·西湖夜归》
《龙井题名》
《南昭庆寺题名》
《又和景文韵》
《寄蔡子华》
《杭州贺兴龙节表》
《真觉院有洛花花时不暇往四月十八日与刘景文同往赏枇杷》
《应诏论四事状》
《和钱四寄其弟和》
《和公济饮湖上》
《祭欧阳文忠公夫人文》
《申明户部符节略赈济状》
《祭伍子胥庙文》
《送张嘉州》
《西湖寿星院此君轩》
《相度准备赈济第二状》
《新茶送签判程朝奉以馈其母有诗相谢次韵答之》
《叶教授和“溽”字韵诗复次韵为戏记龙井之游》
《次韵钱穆父紫薇花二首》
《太息一章送秦少章秀才》
《雪后便欲与同僚寻春一病弥月……》
《与宝觉禅老三首》
《题杨次公蕙》
《南歌子·八月十八日观潮》
《记温公论茶墨》
《安州老人食蜜歌》
《南歌子·暮春》
《智果院题梁》
《秋兴三首》","[6027, 4142]",1090年，苏轼听取钱塘县尉许敦仁的建议开拓西湖，取淤泥作堤坝，在其上筑桥，是为苏堤。,修筑苏堤,0,1,30.28006,杭州,120.1617,1,1090年,,"[{'mp_title': '《赠刘景文》', 'mp_content': '荷尽已无擎雨盖，菊残犹有傲霜枝。\n一年好景君须记，正是橙黄橘绿时。', 'mp_description': '', 'is_long': 0}]"
211,55,"《乞擢用程遵彦状》
《漱茶说》
《送钱塘僧思聪归孤山叙》
《感旧诗》
《谢除龙图阁学士知颍州表二首》
《南歌子》
《谢兼侍读表二首》
《与张元明四首》
《书诸公送周梓州诗后》
《辨贾易弹奏待罪札子》
《乞候坤成节上寿讫复遂前请状》
《彭孙谄李宪》
《元祐六年六月自杭州召还汶公馆我于东堂阅旧诗卷次诸公韵三首》
《辨题诗札子》
《书韩李诗》
《书柳文瓶赋后》
《与赵德麟十七首》
《答毛泽民七首》
《药师琉璃光佛赞》
《王晋卿得破墨三昧又尝闻祖师第一义……》
《破琴诗》
《跋南唐挑耳图》
《水陆法像赞·上八位·一切常住佛陀耶众》
《淳于髡一石亦醉》
《王定国砚铭二首》
《赐宣徽南院使充太一宫使冯京乞依职任官例祗赴六参不允诏》
《撰上清储祥宫碑奏请状》
《跋》
《上清储祥宫碑》
《与马忠玉二首》
《满江红》
《次韵子由书王晋卿画山水一首而晋卿和二首》
《再乞郡劄子》
《谢赐对衣金带马表二首》
《坤成节功德疏文七首》
《赐河东节度使太师开府仪同三司太原尹致仕文彦博温溪心马诏》
《乞秘书省校书入伏功课减半疏》
《乞将上供封桩斛斗应副浙西诸郡接续粜米札子》
《引说先友记》
《圣散子后序》
《兴龙节功德疏文二首》
《辞免撰赵瞻神道碑状》
《谢宣召再入学士院二首》
《与赵无愧一首》
《苏幕遮·咏》
《兴龙节功德疏五首》
《听武道士弹》
《六一居士集叙》
《观宋复古画序》
《谢三伏早休表二首》
《进单锷吴中水利书状》
《与孙正孺二首》
《拟谢对衣并马表》
《乞外补回避贾易札子》
《与王定国四十一首》","[5274, 3366]",1090年，苏轼听取钱塘县尉许敦仁的建议开拓西湖，取淤泥作堤坝，在其上筑桥，是为苏堤。,修筑苏堤,0,0,34.80294,开封,114.3139,0,1091年,,
212,1,《题张乖崖书后》,"[5349, 3548]",1090年，苏轼听取钱塘县尉许敦仁的建议开拓西湖，取淤泥作堤坝，在其上筑桥，是为苏堤。,修筑苏堤,0,0,33.73725,淮阳,114.8927,0,1091年,,
213,86,"《欧阳叔弼见访诵陶渊明事叹其绝识既去感慨不已而赋此诗》
《木兰花令》
《奏论八丈沟不可开状》
《西湖戏作一绝》
《与赵德麟十七首》
《与友人一首》
《贺兴龙节表》
《德音到州祭诸庙祝文》
《次韵答钱穆父穆父以仆得汝阴用杭越酬唱韵作诗见寄》
《赵德麟字说》
《到颍未几公帑已竭斋厨索然戏作》
《祭勾芒神祝文二首》
《送张龙公祝文》
《浣溪沙》
《谢赐历日表二首》
《九月十五日观月听琴西湖示坐客》
《阎立本》
《祭张文定公文三首》
《欧阳季默以油烟墨二丸见饷各长寸许戏作小诗》
《送路都曹》
《泛颍》
《次韵致政张朝奉仍招晚饮》
《与蒲廷渊一首》
《与钱穆父二十九首》
《次韵赵德麟雪中惜梅且饷柑酒三首》
《上清储祥宫成贺德音表二首》
《叶待制求先坟永慕亭诗》
《景贶履常屡有诗督叔弼季默倡和已许诺矣复以此句挑之》
《小饮西湖怀欧阳叔弼兄弟赠赵景贶陈履常》
《送欧阳主簿赴官韦城四首》
《立春祭土牛祝文》
《书李简夫诗集后》
《书后跋》
《颍州谢到任表二首》
《与王定国七首》
《乞赐度牒籴斛斗准备赈济淮浙流民状》
《以屏山赠欧阳叔弼》
《与钱穆父二十八首》
《二鲜于君以诗文见寄作诗为谢》
《题张安道诗后》
《与邓圣求二首》
《书颍州祷雨诗》
《次韵陈履常张公龙潭》
《与毅父宣德七首》
《臂痛谒告作三绝句示四君子》
《答范纯夫十一首》
《与赵德麟一首》
《书医和语》
《与参寥子二十一首》
《次韵赵景贶督两欧阳诗破陈酒戒》
《昭灵侯庙碑》
《徐问真从欧阳公游》
《西湖秋涸东池鱼窘甚因会客……》
《申省论八丈沟利害状二首》
《择胜亭铭》
《十月十四日以病在告独酌》
《秋阳赋》
《自评字》
《喜刘景文至》
《谒文宣王庙祝文》
《题欧阳公送张著作诗后》
《赠朱逊之》
《生日蒙刘景文以古画松鹤为寿且贶佳篇次韵为谢》
《送王竦朝散赴阙》
《六观堂老人草书》
《洞庭春色赋》
《奏淮南闭籴状二首》
《记朱勃论菊》
《次韵刘景文见寄》
《聚星堂雪》
《祭欧阳文忠公夫人文》
《与辩才禅师六首》
《送欧阳季默赴阙》
《送欧阳推官赴华州监酒》
《和赵景贶栽桧》
《赠月长老》
《复次韵谢赵景贶陈履常见和兼简欧阳叔弼兄弟》
《与赵陈同过欧阳叔弼新治小斋戏作》
《减字木兰花》
《书辩才次韵参寥诗》
《与颍州运使刘昱启》
《祈雨迎张龙公祝文》
《与张嘉父七首》
《记梦中论》
《贺驾幸太学表二首》
《与王定国四十一首》","[5468, 3693]",1090年，苏轼听取钱塘县尉许敦仁的建议开拓西湖，取淤泥作堤坝，在其上筑桥，是为苏堤。,修筑苏堤,1,0,32.89588,阜阳,115.8214,0,1091年,"[{'f_title': '《西湖秋涸东池鱼窘甚因会客呼网师迁之西池为一笑之乐》', 'f_name': '西湖鱼脍', 'f_content': '东池浮萍半黏块，裂碧跳青出鱼背。\n西池秋水尚涵空，舞阔摇深吹荇带。\n吾僚有意为迁居，老守纵馋那忍脍。\n纵横争看银刀出，瀺灂初惊玉花碎。\n但愁数罟损鳞鬣，未信长堤隔涛濑。\n濊濊发发须臾间，圉圉洋洋寻丈外。\n安知中无蛟龙种，尚恐或有风云会。\n明年春水涨西湖，好去相忘渺淮海。', 'f_description': '', 'is_long': 0}]",
